transaction_id,customer_id,amount_usd,ml_risk_probability,ml_risk_score,ml_risk_level,top_positive_shap_features,top_positive_shap_values,top_negative_shap_features,top_negative_shap_values
TXN00115219,CUST002838,158.74,3.2836130751908237e-09,3.2836130751908237e-07,LOW,transaction_hour | is_night_transaction | channel_transaction_ratio,5.019582 | 1.509443 | 1.502106,cash_ratio_24h | log_amount | transaction_month,-1.796937 | -1.460175 | -1.396581
TXN00054508,CUST003196,376.45,1.2858178034947807e-08,1.2858178034947807e-06,LOW,transaction_hour | is_night_transaction | international_ratio_24h,5.019582 | 1.509443 | 1.248694,cash_ratio_24h | channel_transaction_ratio | channel_transaction_count,-1.796937 | -0.381210 | -0.340758
TXN00100153,CUST004043,581.78,1.7749492145701124e-12,1.7749492145701123e-10,LOW,log_amount | cash_ratio_24h | is_weekend,1.471092 | 0.268508 | 0.202354,transaction_hour | international_ratio_24h | is_night_transaction,-1.505005 | -1.361817 | -0.530345
TXN00098114,CUST002293,144.49,3.8837287502560014e-09,3.883728750256001e-07,LOW,transaction_hour | is_night_transaction | transaction_month,5.019582 | 1.509443 | 1.453584,cash_ratio_24h | log_amount | channel_transaction_ratio,-1.796937 | -1.671800 | -0.978154
TXN00104769,CUST002565,1102.94,8.117144285914816e-08,8.117144285914815e-06,LOW,transaction_hour | log_amount | is_night_transaction,3.279692 | 2.917928 | 1.509443,channel_transaction_ratio | channel_transaction_count | amount_vs_customer_average,-0.767962 | -0.510289 | -0.412684
TXN00058139,CUST004632,75.61,1.0974611915925917e-15,1.0974611915925918e-13,LOW,is_night_transaction | structuring_ratio | channel_transaction_ratio,1.509443 | 0.422521 | 0.378537,transaction_hour | log_amount | transaction_month,-4.114839 | -3.124408 | -1.871608
TXN00029853,CUST003621,332.89,1.0883635212751742e-11,1.0883635212751743e-09,LOW,is_night_transaction | international_ratio_24h | channel_transaction_ratio,1.509443 | 1.248694 | 0.529742,transaction_hour | is_weekend | suspicious_transaction_ratio,-4.549811 | -0.430003 | -0.276996
SCN01470012,CUST000147,8121.27,0.9999998337829402,99.99998337829402,CRITICAL,log_amount | transactions_24h | rapid_transaction_indicator,7.437878 | 6.203161 | 5.711653,volume_30d | structuring_customer_count | average_transaction_30d,-2.030007 | -1.882537 | -1.625895
TXN00009940,CUST003809,900.19,1.3492646214712759e-11,1.3492646214712758e-09,LOW,log_amount | transaction_month | international_ratio_24h,2.458340 | 1.928612 | 1.248694,transaction_hour | channel_transaction_count | is_night_transaction,-3.679867 | -0.679820 | -0.530345
TXN00100950,CUST004505,139.66,3.0351615931087906e-11,3.0351615931087908e-09,LOW,transaction_hour | international_ratio_24h | is_small_cash_transaction,2.844720 | 1.248694 | 0.776018,cash_ratio_24h | log_amount | transaction_month,-1.796937 | -1.748264 | -1.396581
TXN00061611,CUST002131,1448.87,3.4902445720882915e-09,3.4902445720882915e-07,LOW,log_amount | transaction_hour | international_ratio_24h,3.535291 | 1.974775 | 1.248694,channel_transaction_ratio | channel_transaction_count | amount_vs_customer_average,-1.188345 | -0.849351 | -0.647822
TXN00055230,CUST004380,73.71,7.30662994047772e-13,7.30662994047772e-11,LOW,transaction_hour | is_night_transaction | amount_vs_customer_average,5.019582 | 1.509443 | 0.287114,log_amount | transaction_month | international_ratio_24h,-3.181286 | -2.821663 | -1.361817
TXN00080624,CUST002617,106.15,5.994735587646255e-16,5.994735587646255e-14,LOW,amount_vs_customer_average | cash_ratio_24h | customer_volume_share,0.274250 | 0.268508 | 0.231786,log_amount | international_ratio_24h | pep_flag,-2.364557 | -1.361817 | -1.343559
TXN00078052,CUST001582,513.17,2.8538187889294055e-10,2.8538187889294055e-08,LOW,international_ratio_24h | log_amount | transaction_hour,1.248694 | 1.187411 | 1.104830,transaction_month | unique_destination_countries | is_night_transaction,-1.396581 | -0.651939 | -0.530345
TXN00013951,CUST004950,454.93,4.4238072225154975e-11,4.4238072225154975e-09,LOW,international_ratio_24h | channel_transaction_ratio | log_amount,1.248694 | 1.181087 | 0.915147,transaction_hour | is_night_transaction | suspicious_transaction_ratio,-2.374949 | -0.530345 | -0.276996
TXN00052658,CUST003326,115.33,3.131810016649599e-13,3.131810016649599e-11,LOW,transaction_hour | channel_transaction_ratio | adverse_media_flag,1.539802 | 0.773443 | 0.549416,log_amount | transaction_month | international_ratio_24h,-2.178386 | -1.871608 | -1.361817
TXN00055138,CUST003323,129.24,9.557997081364196e-11,9.557997081364196e-09,LOW,transaction_hour | is_night_transaction | cash_ratio_24h,4.149637 | 1.509443 | 0.268508,log_amount | international_ratio_24h | transaction_month,-1.922580 | -1.361817 | -0.921553
TXN00046504,CUST003011,350.66,1.3077170886536388e-12,1.3077170886536387e-10,LOW,international_ratio_24h | log_amount | cash_ratio_24h,1.248694 | 0.327031 | 0.268508,channel_transaction_ratio | counterparty_diversity_ratio | channel_transaction_count,-1.157206 | -0.994951 | -0.849351
TXN00053107,CUST000308,166.46,1.8367961934180078e-15,1.836796193418008e-13,LOW,cash_ratio_24h | amount_vs_customer_average | is_weekend,0.268508 | 0.203526 | 0.202354,transaction_hour | transaction_month | international_ratio_24h,-2.374949 | -1.396581 | -1.361817
TXN00018488,CUST002916,270.99,5.69501752849173e-10,5.69501752849173e-08,LOW,transaction_month | international_ratio_24h | transaction_hour,2.403639 | 1.248694 | 1.104830,cash_ratio_24h | is_night_transaction | unique_counterparties,-1.796937 | -0.530345 | -0.289058
TXN00049373,CUST001526,832.51,1.9424630495728992e-13,1.9424630495728992e-11,LOW,log_amount | channel_transaction_ratio | customer_max_transaction,2.281525 | 0.423123 | 0.394124,transaction_hour | transaction_month | international_ratio_24h,-3.679867 | -2.346636 | -1.361817
TXN00061982,CUST004493,1348.76,5.708584606621156e-10,5.7085846066211556e-08,LOW,log_amount | is_night_transaction | international_ratio_24h,3.373249 | 1.509443 | 1.248694,transaction_hour | amount_vs_customer_average | customer_volume_share,-4.114839 | -0.528371 | -0.381164
TXN00085294,CUST001752,310.31,1.4753129112340897e-12,1.4753129112340897e-10,LOW,international_ratio_24h | channel_transaction_ratio | cash_ratio_24h,1.248694 | 0.493187 | 0.268508,transaction_hour | transaction_month | is_night_transaction,-1.939977 | -1.871608 | -0.530345
TXN00053706,CUST000656,586.86,2.3105752271889606e-11,2.310575227188961e-09,LOW,log_amount | transaction_hour | customer_min_transaction,1.490749 | 1.104830 | 0.879284,international_ratio_24h | channel_transaction_ratio | channel_transaction_count,-1.361817 | -1.226562 | -1.018882
TXN00004359,CUST003908,497.21,5.949417895296516e-14,5.9494178952965164e-12,LOW,log_amount | amount_vs_customer_max | cash_ratio_24h,1.115996 | 0.351169 | 0.268508,channel_transaction_ratio | transaction_month | international_ratio_24h,-1.719355 | -1.396581 | -1.361817
TXN00022282,CUST001046,994.4,1.3770731388632049e-11,1.3770731388632049e-09,LOW,log_amount | transaction_month | unique_destination_countries,2.683528 | 1.928612 | 0.335847,transaction_hour | international_ratio_24h | channel_transaction_ratio,-1.939977 | -1.361817 | -0.852039
TXN00118594,CUST000831,238.27,1.0574477317504783e-10,1.0574477317504784e-08,LOW,transaction_hour | is_night_transaction | unique_destination_countries,5.454554 | 1.509443 | 0.335847,channel_transaction_ratio | international_ratio_24h | channel_transaction_count,-1.719355 | -1.361817 | -1.357945
TXN00088017,CUST003552,64.87,1.4008826788016898e-14,1.4008826788016899e-12,LOW,is_night_transaction | international_ratio_24h | transaction_month,1.509443 | 1.248694 | 0.978557,transaction_hour | log_amount | channel_transaction_ratio,-4.114839 | -3.466496 | -1.517341
TXN00063891,CUST001644,1841.11,3.386584983764007e-05,0.0033865849837640067,LOW,transaction_hour | log_amount | transaction_month,4.584609 | 4.077573 | 1.928612,cash_ratio_24h | amount_vs_customer_average | is_weekend,-1.796937 | -0.498669 | -0.430003
TXN00064958,CUST002409,184.27,1.056134206900601e-12,1.056134206900601e-10,LOW,transaction_month | cash_ratio_24h | transaction_hour,1.453584 | 0.268508 | 0.234885,international_ratio_24h | channel_transaction_ratio | log_amount,-1.361817 | -1.188345 | -1.124378
TXN00015663,CUST003384,324.6,1.446319810875048e-09,1.4463198108750478e-07,LOW,transaction_hour | is_night_transaction | channel_transaction_ratio,4.584609 | 1.509443 | 0.703379,transaction_month | international_ratio_24h | minutes_since_previous_transaction,-2.821663 | -1.361817 | -0.484148
TXN00049904,CUST002504,710.26,6.87056981219909e-10,6.87056981219909e-08,LOW,transaction_hour | log_amount | channel_transaction_ratio,1.974775 | 1.922308 | 0.703379,international_ratio_24h | is_night_transaction | transaction_day_of_week,-1.361817 | -0.530345 | -0.352400
TXN00115592,CUST003701,351.93,1.4014307201064114e-12,1.4014307201064115e-10,LOW,transaction_hour | is_night_transaction | customer_min_transaction,3.714664 | 1.509443 | 0.361791,international_ratio_24h | pep_flag | high_customer_risk,-1.361817 | -1.343559 | -1.231971
TXN00017808,CUST004880,545.21,2.4552937902843207e-10,2.4552937902843208e-08,LOW,log_amount | international_ratio_24h | customer_min_transaction,1.324318 | 1.248694 | 0.557505,transaction_hour | is_night_transaction | suspicious_transaction_ratio,-1.070032 | -0.530345 | -0.276996
TXN00033176,CUST003219,296.96,2.529588367573235e-13,2.5295883675732348e-11,LOW,transaction_month | cash_ratio_24h | is_weekend,0.503529 | 0.268508 | 0.202354,transaction_hour | international_ratio_24h | is_night_transaction,-1.939977 | -1.361817 | -0.530345
TXN00061705,CUST002540,935.98,5.874739476136996e-17,5.874739476136997e-15,LOW,log_amount | unique_counterparties | customer_total_transactions,2.546546 | 0.430588 | 0.391819,transaction_hour | transaction_month | channel_transaction_ratio,-3.679867 | -2.821663 | -1.850767
TXN00071214,CUST003148,377.09,1.318118606745638e-10,1.318118606745638e-08,LOW,international_ratio_24h | transaction_hour | log_amount,1.248694 | 1.104830 | 0.491157,transaction_month | is_night_transaction | suspicious_transaction_ratio,-0.921553 | -0.530345 | -0.276996
TXN00044469,CUST000616,108.05,4.1113178212693455e-10,4.1113178212693457e-08,LOW,transaction_hour | is_night_transaction | international_ratio_24h,4.584609 | 1.509443 | 1.248694,transaction_month | log_amount | cash_ratio_24h,-2.346636 | -2.324749 | -1.796937
TXN00004257,CUST004433,932.16,2.311088697311059e-13,2.311088697311059e-11,LOW,log_amount | is_small_cash_transaction | customer_max_transaction,2.537293 | 0.776018 | 0.351622,transaction_hour | transaction_month | cash_ratio_24h,-1.939977 | -1.871608 | -1.796937
TXN00119824,CUST004514,132.29,1.0450928863136993e-11,1.0450928863136994e-09,LOW,transaction_hour | is_night_transaction | cash_ratio_24h,3.279692 | 1.509443 | 0.268508,log_amount | transaction_month | international_ratio_24h,-1.870153 | -1.396581 | -1.361817
TXN00056566,CUST004000,69.56,2.909740815357092e-09,2.909740815357092e-07,LOW,transaction_hour | transaction_month | is_night_transaction,3.279692 | 2.403639 | 1.509443,log_amount | international_ratio_24h | amount_vs_customer_max,-3.310721 | -1.361817 | -0.335614
TXN00061639,CUST002705,3064.16,7.967381791541245e-10,7.967381791541245e-08,LOW,log_amount | customer_max_transaction | channel_transaction_count,5.230791 | 1.188723 | 0.845961,transaction_hour | international_ratio_24h | is_night_transaction,-3.679867 | -1.361817 | -0.530345
TXN00086711,CUST003630,164.15,9.436442393054337e-16,9.436442393054337e-14,LOW,international_ratio_24h | is_small_cash_transaction | amount_vs_customer_average,1.248694 | 0.776018 | 0.287273,transaction_hour | transaction_month | cash_ratio_24h,-3.679867 | -2.346636 | -1.796937
TXN00043921,CUST004838,146.26,1.1565027774447525e-12,1.1565027774447525e-10,LOW,channel_transaction_ratio | transaction_hour | channel_transaction_count,0.785628 | 0.669858 | 0.337367,log_amount | international_ratio_24h | transaction_month,-1.644413 | -1.361817 | -0.921553
TXN00077871,CUST000852,245.05,7.271840889811053e-11,7.271840889811053e-09,LOW,transaction_month | international_ratio_24h | channel_transaction_count,2.403639 | 1.248694 | 1.015492,transaction_hour | is_night_transaction | log_amount,-3.679867 | -0.530345 | -0.481803
TXN00032006,CUST001634,69.04,8.459691258800194e-12,8.459691258800194e-10,LOW,transaction_month | international_ratio_24h | channel_transaction_ratio,1.928612 | 1.248694 | 0.368629,log_amount | transaction_hour | is_night_transaction,-3.327474 | -0.635060 | -0.530345
TXN00053289,CUST003800,428.32,1.1328841382966672e-09,1.1328841382966671e-07,LOW,transaction_hour | is_night_transaction | international_ratio_24h,3.279692 | 1.509443 | 1.248694,transaction_month | average_transaction_30d | volume_30d,-2.821663 | -1.219668 | -0.594970
TXN00099747,CUST000382,2652.37,1.3798409337916403e-11,1.3798409337916403e-09,LOW,log_amount | amount_deviation_from_average | amount_usd,4.904048 | 0.820473 | 0.581681,transaction_month | international_ratio_24h | transaction_hour,-2.346636 | -1.361817 | -1.070032
TXN00056664,CUST003324,450.08,2.523828270334387e-13,2.523828270334387e-11,LOW,international_ratio_24h | log_amount | cash_ratio_24h,1.248694 | 0.890925 | 0.268508,transaction_hour | transaction_month | is_night_transaction,-2.809922 | -1.871608 | -0.530345
TXN00099311,CUST003984,132.94,5.490815252127893e-13,5.490815252127893e-11,LOW,transaction_hour | cash_ratio_24h | amount_vs_customer_average,1.974775 | 0.268508 | 0.256652,transaction_month | log_amount | international_ratio_24h,-2.346636 | -1.859135 | -1.361817
TXN00015831,CUST002992,53.26,1.733742111529329e-13,1.733742111529329e-11,LOW,adverse_media_flag | channel_transaction_count | transaction_month,0.549416 | 0.506898 | 0.503529,log_amount | international_ratio_24h | is_night_transaction,-3.905634 | -1.361817 | -0.530345
TXN00074038,CUST001203,360.74,2.4980952050832846e-10,2.4980952050832844e-08,LOW,transaction_month | transaction_hour | international_ratio_24h,2.403639 | 1.974775 | 1.248694,channel_transaction_ratio | channel_transaction_count | is_night_transaction,-1.468601 | -1.188414 | -0.530345
TXN00008850,CUST004780,320.06,2.5766808888482474e-10,2.5766808888482475e-08,LOW,transaction_month | international_ratio_24h | channel_transaction_ratio,2.403639 | 1.248694 | 0.493187,transaction_hour | is_night_transaction | amount_deviation_from_average,-0.635060 | -0.530345 | -0.344415
TXN00101109,CUST001347,129.19,1.9364067412613643e-08,1.9364067412613643e-06,LOW,transaction_hour | is_night_transaction | international_ratio_24h,4.584609 | 1.509443 | 1.248694,log_amount | transaction_month | amount_vs_customer_max,-1.923449 | -0.446526 | -0.289704
TXN00054895,CUST000620,113.26,2.1113703523034282e-13,2.1113703523034283e-11,LOW,international_ratio_24h | is_small_cash_transaction | amount_vs_customer_average,1.248694 | 0.776018 | 0.280318,transaction_month | log_amount | cash_ratio_24h,-2.346636 | -2.219049 | -1.796937
TXN00002688,CUST001720,119.12,4.459938508358245e-12,4.459938508358245e-10,LOW,transaction_month | international_ratio_24h | channel_transaction_count,1.453584 | 1.248694 | 1.015492,transaction_hour | log_amount | is_night_transaction,-3.679867 | -2.105775 | -0.530345
TXN00118537,CUST004043,168.11,3.4494324139687077e-10,3.449432413968708e-08,LOW,transaction_month | international_ratio_24h | channel_transaction_ratio,2.403639 | 1.248694 | 1.139930,transaction_hour | log_amount | is_night_transaction,-1.505005 | -1.331076 | -0.530345
TXN00083541,CUST003001,2678.6,2.8458606174016233e-05,0.0028458606174016233,LOW,log_amount | transaction_hour | transaction_month,4.926327 | 4.149637 | 1.928612,amount_vs_customer_average | customer_volume_share | is_weekend,-0.930230 | -0.926730 | -0.430003
TXN00032086,CUST004414,60.28,1.1946056029994514e-15,1.1946056029994514e-13,LOW,is_night_transaction | structuring_ratio | channel_transaction_ratio,1.509443 | 0.422521 | 0.378537,transaction_hour | log_amount | transaction_month,-4.114839 | -3.630083 | -2.821663
TXN00063627,CUST000356,218.44,1.3147618569415747e-12,1.3147618569415747e-10,LOW,channel_transaction_ratio | is_small_cash_transaction | channel_transaction_count,1.333953 | 0.776018 | 0.506898,cash_ratio_24h | transaction_hour | international_ratio_24h,-1.796937 | -1.505005 | -1.361817
TXN00038267,CUST002512,156.04,4.43796485754436e-14,4.43796485754436e-12,LOW,transaction_month | is_small_cash_transaction | amount_vs_customer_average,0.978557 | 0.776018 | 0.221845,cash_ratio_24h | log_amount | international_ratio_24h,-1.796937 | -1.498783 | -1.361817
TXN00023499,CUST001713,157.19,6.503215947119177e-14,6.503215947119177e-12,LOW,international_ratio_24h | cash_ratio_24h | amount_vs_customer_average,1.248694 | 0.268508 | 0.218050,transaction_month | transaction_hour | log_amount,-2.346636 | -1.505005 | -1.482259
TXN00045077,CUST001808,824.62,2.429653995605868e-10,2.4296539956058678e-08,LOW,log_amount | transaction_hour | channel_transaction_count,2.259984 | 1.104830 | 0.676429,international_ratio_24h | is_night_transaction | amount_vs_customer_average,-1.361817 | -0.530345 | -0.511409
TXN00094728,CUST000582,92.17,7.320268852095549e-13,7.32026885209555e-11,LOW,transaction_hour | transaction_month | amount_vs_customer_average,2.844720 | 0.503529 | 0.269449,log_amount | international_ratio_24h | channel_transaction_ratio,-2.681187 | -1.361817 | -1.350031
